id,archiveIdentifier,archiveFile,title,artist,album,quadrant,valence,energy,instrumentalness,speechiness,danceability,durationMs,analysisConfidence,categorySource,audioUrl,downloadUrl,externalUrl,licenseUrl,sourceSearch
archive-BAM-ost-2-02-BAM-It_Can_Really_Get_To_You-mp3,BAM-ost,02-BAM-It_Can_Really_Get_To_You.mp3,It Can Really Get To You,Lee Rosevere,Lee Rosevere - B.A.M. soundtrack,relaxed,0.6984,0.3808,0.9,0.04,0.3847,122370,0.9,internet_archive_metadata_query,https://archive.org/download/BAM-ost/02-BAM-It_Can_Really_Get_To_You.mp3,https://archive.org/download/BAM-ost/02-BAM-It_Can_Really_Get_To_You.mp3,https://archive.org/details/BAM-ost,http://creativecommons.org/licenses/by-nc-sa/2.5/ca/,relaxed-calm-instrumental
archive-ca376_s-1-02PrigayutDerevyaIKusty-mp3,ca376_s,02PrigayutDerevyaIKusty.mp3,02 Prigayut derevya i kusty,Sybarites,Sybarites - Dlinniy Put' (Длинный Путь) (ca376),tense,0.3592,0.6824,0.9,0.04,0.5287,126060,0.64,internet_archive_metadata_query,https://archive.org/download/ca376_s/02PrigayutDerevyaIKusty.mp3,https://archive.org/download/ca376_s/02PrigayutDerevyaIKusty.mp3,https://archive.org/details/ca376_s,http://creativecommons.org/licenses/by-nc-nd/3.0/,tense-dark-instrumental
archive-ca376_s-2-04Morkov-mp3,ca376_s,04Morkov.mp3,04 Morkov,Sybarites,Sybarites - Dlinniy Put' (Длинный Путь) (ca376),tense,0.3592,0.6824,0.9,0.04,0.5287,152100,0.64,internet_archive_metadata_query,https://archive.org/download/ca376_s/04Morkov.mp3,https://archive.org/download/ca376_s/04Morkov.mp3,https://archive.org/details/ca376_s,http://creativecommons.org/licenses/by-nc-nd/3.0/,tense-dark-instrumental
archive-plague018-1-plague018_Milano_01_Ruberti_-_wandering_clean_version-mp3,plague018,plague018_Milano_01_Ruberti_-_wandering_clean_version.mp3,Wandering (clean version),Ruberti & Mangoni,Wandering In Milano,sad_low,0.372,0.3032,0.9,0.04,0.2731,358830,0.76,internet_archive_metadata_query,https://archive.org/download/plague018/plague018_Milano_01_Ruberti_-_wandering_clean_version.mp3,https://archive.org/download/plague018/plague018_Milano_01_Ruberti_-_wandering_clean_version.mp3,https://archive.org/details/plague018,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,sad-melancholic-instrumental
archive-plague018-2-plague018_Milano_02_Ruberti_-_waiting-mp3,plague018,plague018_Milano_02_Ruberti_-_waiting.mp3,Waiting,Ruberti & Mangoni,Wandering In Milano,sad_low,0.372,0.3032,0.9,0.04,0.2731,219960,0.76,internet_archive_metadata_query,https://archive.org/download/plague018/plague018_Milano_02_Ruberti_-_waiting.mp3,https://archive.org/download/plague018/plague018_Milano_02_Ruberti_-_waiting.mp3,https://archive.org/details/plague018,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,sad-melancholic-instrumental
archive-sute027-1-2-16_Sabi_-_Screaming_Bulb_10323-mp3,sute027,2.16_Sabi_-_Screaming_Bulb_10323.mp3,Screaming Bulb (10'3'23),Sabi,Various Artists - Intelligent Toys: We Make Music (Sutemos027),relaxed,0.6408,0.4096,0.9,0.04,0.3939,467250,0.82,internet_archive_metadata_query,https://archive.org/download/sute027/2.16_Sabi_-_Screaming_Bulb_10323.mp3,https://archive.org/download/sute027/2.16_Sabi_-_Screaming_Bulb_10323.mp3,https://archive.org/details/sute027,http://creativecommons.org/licenses/by-nd/3.0/,relaxed-calm-instrumental
archive-sute027-2-1-01_Daniel_Blomqvist_-_At_The_Klinik-mp3,sute027,1.01_Daniel_Blomqvist_-_At_The_Klinik.mp3,At The Klinik,Daniel Blomqvist,Various Artists - Intelligent Toys: We Make Music (Sutemos027),relaxed,0.6408,0.4096,0.9,0.04,0.3939,372680,0.82,internet_archive_metadata_query,https://archive.org/download/sute027/1.01_Daniel_Blomqvist_-_At_The_Klinik.mp3,https://archive.org/download/sute027/1.01_Daniel_Blomqvist_-_At_The_Klinik.mp3,https://archive.org/details/sute027,http://creativecommons.org/licenses/by-nd/3.0/,relaxed-calm-instrumental
archive-wh056-1-wh056_01_lanaissance-MP3,wh056,wh056_01_lanaissance.MP3,la naissance,Vincent Bergeron,Vincent Bergeron - Casse-tete de l'Existence [wh056],tense,0.424,0.668,0.9,0.04,0.5306,315790,0.9,internet_archive_metadata_query,https://archive.org/download/wh056/wh056_01_lanaissance.MP3,https://archive.org/download/wh056/wh056_01_lanaissance.MP3,https://archive.org/details/wh056,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,tense-dark-instrumental
archive-wh056-2-wh056_02_reverealitehistoireunclown-MP3,wh056,wh056_02_reverealitehistoireunclown.MP3,reve-realite (histoire...),Vincent Bergeron,Vincent Bergeron - Casse-tete de l'Existence [wh056],tense,0.424,0.668,0.9,0.04,0.5306,446300,0.9,internet_archive_metadata_query,https://archive.org/download/wh056/wh056_02_reverealitehistoireunclown.MP3,https://archive.org/download/wh056/wh056_02_reverealitehistoireunclown.MP3,https://archive.org/details/wh056,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,tense-dark-instrumental
archive-tou241-1-tou241a-mp3,tou241,tou241a.mp3,Ethereal (original mix),Marc Burt,Ethereal,sad_low,0.4368,0.368,0.9,0.04,0.3289,427340,0.88,internet_archive_metadata_query,https://archive.org/download/tou241/tou241a.mp3,https://archive.org/download/tou241/tou241a.mp3,https://archive.org/details/tou241,http://creativecommons.org/licenses/by-nd/3.0/,sad-melancholic-instrumental
archive-tou241-2-tou241b-mp3,tou241,tou241b.mp3,Exodus (JMD remix),Marc Burt,Ethereal,sad_low,0.4368,0.368,0.9,0.04,0.3289,396550,0.88,internet_archive_metadata_query,https://archive.org/download/tou241/tou241b.mp3,https://archive.org/download/tou241/tou241b.mp3,https://archive.org/details/tou241,http://creativecommons.org/licenses/by-nd/3.0/,sad-melancholic-instrumental
archive-DWK119-1-Jenova_7_-_02_-_Sidewalk_Flower-mp3,DWK119,Jenova_7_-_02_-_Sidewalk_Flower.mp3,Sidewalk Flower,Jenova 7,Dusted Jazz Volume Two (LP),relaxed,0.5,0.48,0.9,0.04,0.4164,269570,0.5,internet_archive_metadata_query,https://archive.org/download/DWK119/Jenova_7_-_02_-_Sidewalk_Flower.mp3,https://archive.org/download/DWK119/Jenova_7_-_02_-_Sidewalk_Flower.mp3,https://archive.org/details/DWK119,http://creativecommons.org/licenses/by-nc-nd/3.0/,broad-licensed-instrumental
archive-DWK119-2-Jenova_7_-_03_-_Streetlight_Noir-mp3,DWK119,Jenova_7_-_03_-_Streetlight_Noir.mp3,Streetlight Noir,Jenova 7,Dusted Jazz Volume Two (LP),relaxed,0.5,0.48,0.9,0.04,0.4164,171960,0.5,internet_archive_metadata_query,https://archive.org/download/DWK119/Jenova_7_-_03_-_Streetlight_Noir.mp3,https://archive.org/download/DWK119/Jenova_7_-_03_-_Streetlight_Noir.mp3,https://archive.org/details/DWK119,http://creativecommons.org/licenses/by-nc-nd/3.0/,broad-licensed-instrumental
archive-miga04-1-01_Zero_0_vbr-mp3,miga04,01_Zero_0_vbr.mp3,Zero 0,Naïfloop,"[Miga04] Naifloop ""Between""",happy,0.7372,0.7368,0.9,0.04,0.6337,282040,0.76,internet_archive_metadata_query,https://archive.org/download/miga04/01_Zero_0_vbr.mp3,https://archive.org/download/miga04/01_Zero_0_vbr.mp3,https://archive.org/details/miga04,http://creativecommons.org/licenses/by-nc-sa/2.5/,happy-upbeat-instrumental
archive-miga04-2-02_Dancing_vbr-mp3,miga04,02_Dancing_vbr.mp3,Dancing,Naïfloop,"[Miga04] Naifloop ""Between""",happy,0.7372,0.7368,0.9,0.04,0.6337,225960,0.76,internet_archive_metadata_query,https://archive.org/download/miga04/02_Dancing_vbr.mp3,https://archive.org/download/miga04/02_Dancing_vbr.mp3,https://archive.org/details/miga04,http://creativecommons.org/licenses/by-nc-sa/2.5/,happy-upbeat-instrumental
archive-delta_waves_ucog-1-delta_waves_ucog_01_foryoursmile-mp3-mp3,delta_waves_ucog,delta_waves_ucog_01_foryoursmile.mp3.mp3,for your smile,delta waves,delta waves - under clouds over ground (emp005),relaxed,0.7056,0.3952,0.9,0.04,0.3957,297670,0.9,internet_archive_metadata_query,https://archive.org/download/delta_waves_ucog/delta_waves_ucog_01_foryoursmile.mp3.mp3,https://archive.org/download/delta_waves_ucog/delta_waves_ucog_01_foryoursmile.mp3.mp3,https://archive.org/details/delta_waves_ucog,http://creativecommons.org/licenses/by-nc-sa/3.0/,relaxed-calm-instrumental
archive-delta_waves_ucog-2-delta_waves_ucog_02_breezeway-mp3-mp3,delta_waves_ucog,delta_waves_ucog_02_breezeway.mp3.mp3,breeze way,delta waves,delta waves - under clouds over ground (emp005),relaxed,0.7056,0.3952,0.9,0.04,0.3957,309210,0.9,internet_archive_metadata_query,https://archive.org/download/delta_waves_ucog/delta_waves_ucog_02_breezeway.mp3.mp3,https://archive.org/download/delta_waves_ucog/delta_waves_ucog_02_breezeway.mp3.mp3,https://archive.org/details/delta_waves_ucog,http://creativecommons.org/licenses/by-nc-sa/3.0/,relaxed-calm-instrumental
archive-ca100_blob-1-01_Lunar_Landing-mp3,ca100_blob,01_Lunar_Landing.mp3,Lunar Landing,BLOB,BLOB - Halloween (ca100),tense,0.3916,0.7112,0.9,0.04,0.5541,114540,0.76,internet_archive_metadata_query,https://archive.org/download/ca100_blob/01_Lunar_Landing.mp3,https://archive.org/download/ca100_blob/01_Lunar_Landing.mp3,https://archive.org/details/ca100_blob,http://creativecommons.org/licenses/by-nc-nd/3.0/,tense-dark-instrumental
archive-ca100_blob-2-02_Dog-mp3,ca100_blob,02_Dog.mp3,Dog,BLOB,BLOB - Halloween (ca100),tense,0.3916,0.7112,0.9,0.04,0.5541,259890,0.76,internet_archive_metadata_query,https://archive.org/download/ca100_blob/02_Dog.mp3,https://archive.org/download/ca100_blob/02_Dog.mp3,https://archive.org/details/ca100_blob,http://creativecommons.org/licenses/by-nc-nd/3.0/,tense-dark-instrumental
archive-rb059-1-01-des_espaces_sans_nom-mp3,rb059,01-des_espaces_sans_nom.mp3,des espaces sans nom,sylvie walder & entia non,sylvie walder & entia non - bewilderment,sad_low,0.372,0.3032,0.9,0.04,0.2731,394640,0.76,internet_archive_metadata_query,https://archive.org/download/rb059/01-des_espaces_sans_nom.mp3,https://archive.org/download/rb059/01-des_espaces_sans_nom.mp3,https://archive.org/details/rb059,http://creativecommons.org/licenses/by-nc-nd/3.0/,sad-melancholic-instrumental
archive-rb059-2-02-un_soir_d_octobre-mp3,rb059,02-un_soir_d_octobre.mp3,un soir d'octobre,sylvie walder & entia non,sylvie walder & entia non - bewilderment,sad_low,0.372,0.3032,0.9,0.04,0.2731,511040,0.76,internet_archive_metadata_query,https://archive.org/download/rb059/02-un_soir_d_octobre.mp3,https://archive.org/download/rb059/02-un_soir_d_octobre.mp3,https://archive.org/details/rb059,http://creativecommons.org/licenses/by-nc-nd/3.0/,sad-melancholic-instrumental
archive-12rec-054-1-The_Sleeping_Tree_-_Leaves_And_Roots_-_01_Second_Leaf-mp3,12rec.054,The_Sleeping_Tree_-_Leaves_And_Roots_-_01_Second_Leaf.mp3,Second Leaf,The Sleeping Tree,The Sleeping Tree - Leaves and Roots [12rec.054],relaxed,0.57,0.4,0.9,0.04,0.3746,102870,0.62,internet_archive_metadata_query,https://archive.org/download/12rec.054/The_Sleeping_Tree_-_Leaves_And_Roots_-_01_Second_Leaf.mp3,https://archive.org/download/12rec.054/The_Sleeping_Tree_-_Leaves_And_Roots_-_01_Second_Leaf.mp3,https://archive.org/details/12rec.054,http://creativecommons.org/licenses/by-nc-sa/3.0/de/,broad-licensed-instrumental
archive-12rec-054-2-The_Sleeping_Tree_-_Leaves_And_Roots_-_02_Jah_will_is_my_destiny-mp3,12rec.054,The_Sleeping_Tree_-_Leaves_And_Roots_-_02_Jah_will_is_my_destiny.mp3,Jah will is my destiny,The Sleeping Tree,The Sleeping Tree - Leaves and Roots [12rec.054],relaxed,0.57,0.4,0.9,0.04,0.3746,188000,0.62,internet_archive_metadata_query,https://archive.org/download/12rec.054/The_Sleeping_Tree_-_Leaves_And_Roots_-_02_Jah_will_is_my_destiny.mp3,https://archive.org/download/12rec.054/The_Sleeping_Tree_-_Leaves_And_Roots_-_02_Jah_will_is_my_destiny.mp3,https://archive.org/details/12rec.054,http://creativecommons.org/licenses/by-nc-sa/3.0/de/,broad-licensed-instrumental
archive-csr025-1-csr025_okapi_2_bah-mp3,csr025,csr025_okapi_2_bah.mp3,Bah!,Okapi,Okapi - Bah! [csr025],happy,0.802,0.6936,0.9,0.04,0.616,214010,0.9,internet_archive_metadata_query,https://archive.org/download/csr025/csr025_okapi_2_bah.mp3,https://archive.org/download/csr025/csr025_okapi_2_bah.mp3,https://archive.org/details/csr025,http://creativecommons.org/licenses/by-nc/1.0/,happy-upbeat-instrumental
archive-csr025-2-csr025_okapi_3_dalek-vs-zu-vs-okapi_remix-vs-remix-mp3,csr025,csr025_okapi_3_dalek-vs-zu-vs-okapi_remix-vs-remix.mp3,Dalek v/s Zu v/s Okapi,Zu v/s Okapi,Okapi - Bah! [csr025],happy,0.802,0.6936,0.9,0.04,0.616,218700,0.9,internet_archive_metadata_query,https://archive.org/download/csr025/csr025_okapi_3_dalek-vs-zu-vs-okapi_remix-vs-remix.mp3,https://archive.org/download/csr025/csr025_okapi_3_dalek-vs-zu-vs-okapi_remix-vs-remix.mp3,https://archive.org/details/csr025,http://creativecommons.org/licenses/by-nc/1.0/,happy-upbeat-instrumental
archive-45rpm0462011AlexeyKarpov-Lorca-1-01_Las_Morillas_De_Jaen-mp3,45rpm0462011AlexeyKarpov-Lorca,01_Las_Morillas_De_Jaen.mp3,Las Morillas De Jaen,Alexey Karpov,[45rpm046/2011] Alexey Karpov - Lorca,relaxed,0.7056,0.2728,0.9,0.04,0.3125,230220,0.9,internet_archive_metadata_query,https://archive.org/download/45rpm0462011AlexeyKarpov-Lorca/01_Las_Morillas_De_Jaen.mp3,https://archive.org/download/45rpm0462011AlexeyKarpov-Lorca/01_Las_Morillas_De_Jaen.mp3,https://archive.org/details/45rpm0462011AlexeyKarpov-Lorca,http://creativecommons.org/licenses/by-nc-nd/3.0/,relaxed-calm-instrumental
archive-45rpm0462011AlexeyKarpov-Lorca-2-02_Zorongo_Gitano-mp3,45rpm0462011AlexeyKarpov-Lorca,02_Zorongo_Gitano.mp3,Zorongo Gitano,Alexey Karpov,[45rpm046/2011] Alexey Karpov - Lorca,relaxed,0.7056,0.2728,0.9,0.04,0.3125,167340,0.9,internet_archive_metadata_query,https://archive.org/download/45rpm0462011AlexeyKarpov-Lorca/02_Zorongo_Gitano.mp3,https://archive.org/download/45rpm0462011AlexeyKarpov-Lorca/02_Zorongo_Gitano.mp3,https://archive.org/details/45rpm0462011AlexeyKarpov-Lorca,http://creativecommons.org/licenses/by-nc-nd/3.0/,relaxed-calm-instrumental
archive-abideserene-1-AbideSerene-0001-01Autograph-mp3,abideserene,AbideSerene-0001-01Autograph.mp3,Abide Serene - 0001 - 01 autograph,Abide Serene,Abide Serene,sad_low,0.3972,0.296,0.9,0.04,0.2728,270680,0.9,internet_archive_metadata_query,https://archive.org/download/abideserene/AbideSerene-0001-01Autograph.mp3,https://archive.org/download/abideserene/AbideSerene-0001-01Autograph.mp3,https://archive.org/details/abideserene,http://creativecommons.org/licenses/by-nc-sa/3.0/,sad-melancholic-instrumental
archive-abideserene-2-AbideSerene-0001-02CloverHill-mp3,abideserene,AbideSerene-0001-02CloverHill.mp3,Abide Serene - 0001 - 02 clover hill,Abide Serene,Abide Serene,sad_low,0.3972,0.296,0.9,0.04,0.2728,323110,0.9,internet_archive_metadata_query,https://archive.org/download/abideserene/AbideSerene-0001-02CloverHill.mp3,https://archive.org/download/abideserene/AbideSerene-0001-02CloverHill.mp3,https://archive.org/details/abideserene,http://creativecommons.org/licenses/by-nc-sa/3.0/,sad-melancholic-instrumental
archive-rb093-1-01-De_los_Molles_al_rincon_del_Coya-mp3,rb093,01-De_los_Molles_al_rincon_del_Coya.mp3,De los Molles al rincón del Coya,moji moji,moji moji - N,relaxed,0.59,0.48,0.9,0.04,0.4326,479210,0.56,internet_archive_metadata_query,https://archive.org/download/rb093/01-De_los_Molles_al_rincon_del_Coya.mp3,https://archive.org/download/rb093/01-De_los_Molles_al_rincon_del_Coya.mp3,https://archive.org/details/rb093,http://creativecommons.org/licenses/by-nc-nd/3.0/,broad-licensed-instrumental
archive-rb093-2-02-El_robot_de_San_Francisco_Solano_senala_el_sendero_del_cielo_y_la_disciplina_terrenal-mp3,rb093,02-El_robot_de_San_Francisco_Solano_senala_el_sendero_del_cielo_y_la_disciplina_terrenal.mp3,El robot de San Francisco Solano señala el sendero del cielo y la disciplina terrenal,moji moji,moji moji - N,relaxed,0.59,0.48,0.9,0.04,0.4326,282170,0.56,internet_archive_metadata_query,https://archive.org/download/rb093/02-El_robot_de_San_Francisco_Solano_senala_el_sendero_del_cielo_y_la_disciplina_terrenal.mp3,https://archive.org/download/rb093/02-El_robot_de_San_Francisco_Solano_senala_el_sendero_del_cielo_y_la_disciplina_terrenal.mp3,https://archive.org/details/rb093,http://creativecommons.org/licenses/by-nc-nd/3.0/,broad-licensed-instrumental
archive-WM067-1-WM067-01Gorowski-basininmyhome-mp3,WM067,WM067-01Gorowski-basininmyhome.mp3,basin in my home,Gorowski,Gorowski - Simulators can [WM067],happy,0.7372,0.7368,0.9,0.04,0.6337,360070,0.76,internet_archive_metadata_query,https://archive.org/download/WM067/WM067-01Gorowski-basininmyhome.mp3,https://archive.org/download/WM067/WM067-01Gorowski-basininmyhome.mp3,https://archive.org/details/WM067,http://creativecommons.org/licenses/by-nc-sa/3.0/,happy-upbeat-instrumental
archive-WM067-2-WM067-04Gorowskipolishdream-mp3,WM067,WM067-04Gorowskipolishdream.mp3,polish dream,Gorowski,Gorowski - Simulators can [WM067],happy,0.7372,0.7368,0.9,0.04,0.6337,384730,0.76,internet_archive_metadata_query,https://archive.org/download/WM067/WM067-04Gorowskipolishdream.mp3,https://archive.org/download/WM067/WM067-04Gorowskipolishdream.mp3,https://archive.org/details/WM067,http://creativecommons.org/licenses/by-nc-sa/3.0/,happy-upbeat-instrumental
archive-TFR167-Cryptomnesia-PrimordialOddity-1-01-TheGrandAwakening-mp3,TFR167-Cryptomnesia-PrimordialOddity,01-TheGrandAwakening.mp3,01 - The Grand Awakening,Cryptomnesia,TFR167 - Cryptomnesia - Primordial Oddity,relaxed,0.6408,0.352,0.9,0.04,0.3547,111160,0.7,internet_archive_metadata_query,https://archive.org/download/TFR167-Cryptomnesia-PrimordialOddity/01-TheGrandAwakening.mp3,https://archive.org/download/TFR167-Cryptomnesia-PrimordialOddity/01-TheGrandAwakening.mp3,https://archive.org/details/TFR167-Cryptomnesia-PrimordialOddity,http://creativecommons.org/licenses/by-nc-nd/3.0/,relaxed-calm-instrumental
